first_name,last_name,id_number,employment_start_date,monthly_salary,department,multisport
paweł,szymański,SP/522128/2014,2014/10/26,3718.5 PLN,SPRZEDAŻ,NIE
Wioletta,,LO/174077/2017,2017-04-13T00:00:00,2956.3650000000002 złotych,LOGISTYKA,NIE
Justyna,Jaworska,KS/839535/2016,2016-06-17T00:00:00,"4 727,8 pln",KSIĘGOWOŚĆ,MA
WANDA,Wróblewska,KS/989723/2018,2018-07-07,6182.0 PLN,KSIĘGOWOŚĆ,nie  
Wojciech,Kaczmarek,LO/587926/2011,2011/04/05,3705.7500000000005 PLN,LOGISTYKA,Nie
Zofia,Walczak,LO_761507_2016,2016-04-28T00:00:00,3067.6050000000005 pln,LOGISTYKA ,
Cezary,SZCZEPAŃSKI,ma/201433/2013,,"4 102,56 PLN",MARKETING,TAK
Marta,Walczak,KS/223549/2015,2015-10-11,6651.700000000001 ZŁ,KSIĘGOWOŚĆ,1
Czesław ,Lis,SP.991864.2013,2013-06-13,5461.170000000001 zł,SPRZEDAŻ,tak
Michał, ,SP_987779_2013,2013/12/30,"5 739,03 pln",SPRZEDAŻ,true
Mieczysława,Majewska,cz/688323/2011,2011-12-11,2886.0 złotych,CZYSTOŚĆ,False 
Daniela,Kamińska,LO/843288/2016,2016/09/25,2995.92 PLN,LOGISTYKA,0
Rozalia,Krawczyk ,CZ/409393/2015,2015-02-03,2623.2 zł,CZYSTOŚĆ,NIE MA
Piotr,JABŁOŃSKI,cz/696657/2017,2017-01-03,3030.0 pln,CZYSTOŚĆ,0
Władysław,Wasilewski,cz/167820/2014,2014/05/29,2696.1000000000004 PLN,CZYSTOŚĆ,True
Stanisława,Jankowska,LO/291238/2013,2013-03-05,4375.35 pln,LOGISTYKA,false
Wacław,Baran,MA/980243/2013,2013-08-02,"4 542,400000000001 zł",MARKETING ,nie ma
Sylwester,Nowak,MA/500897/2012,2012-03-20,5557.92 ZŁ,MARKETING,Fałsz
Sylwester,Zając,CZ_832815_2011,2011-07-14,2624.0 pln,CZYSTOŚĆ,NIE MA
Antonina,Rutkowska,KA/645853/2009,2009-06-24T00:00:00,5851.560000000001 ZŁ,KADRY,true
alicja,Rutkowska,ks/554427/2012 ,2012-10-06,4968.0 pln,KSIĘGOWOŚĆ ,NIE MA
Honorata,Grabowska,MA-230259-2013  ,2013-11-10,3376.0 złotych,MARKETING,Nie
Zbigniew,wasilewski,LO/185420/2009  ,2009-11-21,4808.2815 zł,LOGISTYKA,True
Justyna,Majewska,ZA_408110_2009,2009-11-21,68360.0 PLN,ZARZĄD,nie ma
Alfreda,NOWAKOWSKA,ma/587349/2015,2015-02-03,4867.2 PLN,MARKETING,NIE
Antoni,Wójcik,SP/222910/2015 ,2015-03-25,3744.6000000000004 złotych,SPRZEDAŻ,0
Antoni,Wójcik,CZ.930368.2012,2012-11-25,3538.26 zł  ,CZYSTOŚĆ,true
Jerzy,Sikorski  ,sp/468180/2013,2013-08-02,4446.6 ZŁ,SPRZEDAŻ,False
Alfreda,Dąbrowska,SP/499906/2014 ,,3506.2500000000005 PLN,SPRZEDAŻ,PRAWDA
Bronisław  ,Jasiński,SP/322183/2011,2011-07-14T00:00:00,4469.4 pln,SPRZEDAŻ,NIE MA
Julia,Górska  ,SP/580162/2010,2010/04/20,"4 691,94 PLN",SPRZEDAŻ ,tak
Maciej ,zieliński,lo/698801/2012  ,2012-11-25T00:00:00,4962.870000000001 złotych,LOGISTYKA,TAK
Łucja,Grabowska,KA.403432.2015,2015/05/14 ,4831.195000000001 pln,KADRY,false
Helena,,ma/945286/2013,2013-03-05,3841.6000000000004 złotych,MARKETING,false
stanisław ,,ka/493091/2010,2010-03-01T00:00:00,4062.55 PLN,KADRY,nie ma
Ludwik,Gajewski,ma/153957/2017,2017-02-22T00:00:00,4448.224 PLN,MARKETING,PRAWDA
ELŻBIETA,Dąbrowska,KS/133739/2010,2010-01-10,"5 032,0 pln",KSIĘGOWOŚĆ,NIE
Leokadia,Wieczorek  ,ma/442845/2010  ,2010-12-26T00:00:00,5425.6 zł,MARKETING,0
Andrzej,Krawczyk,ma/242727/2011,2011-05-25,5472.0 pln,MARKETING,FAŁSZ
Bogumiła,Olszewska,MA-890375-2017,2017-04-13T00:00:00,"4 336,0 złotych",MARKETING,false 
Józef,Rutkowski,KA.887275.2016,2016-03-09,5050.055 ZŁ,KADRY ,nie
stanisława,Lewandowska,lo/723091/2018,2018/10/15 ,4318.650000000001 złotych,LOGISTYKA,Nie
Henryk,Wilk,KA/153507/2010,2010-01-10,3450.3 zł,KADRY,False
krzysztof,Wróblewski,SP/752638/2010,2010/07/29,"5 083,650000000001 ZŁ",SPRZEDAŻ,ma
Elżbieta  ,wojciechowska,ks/677338/2010,2010-06-09,6089.6 PLN,KSIĘGOWOŚĆ ,ma
,Zalewski,LO/252330/2018,2018/05/18,4501.17 PLN ,LOGISTYKA,Fałsz
Franciszka,jankowska,ma/349909/2016 ,2016-06-17,"4 037,4400000000005 PLN",MARKETING,Prawda
Marian,Kowalczyk,CZ/301832/2013,2013-08-02,"3 232,0 złotych",CZYSTOŚĆ,0
WIKTORIA,Walczak,MA-512905-2013,2013/11/10,6010.576 PLN,MARKETING,tak
Włodzimierz ,Kozłowski,MA/651134/2013,2013-03-05,5109.92 pln ,MARKETING,Nie
ireneusz ,,LO-115415-2015,2015-08-22 ,4371.84 PLN,LOGISTYKA,TAK
Ryszard,Szymański,KS/577271/2013,2013/03/05,6124.0 złotych,KSIĘGOWOŚĆ,nie ma
,Stępień,KA/798521/2017,2017-01-03T00:00:00,3456.81 pln,KADRY,NIE MA  
Izabela,Zielińska,KS/693911/2012,2012-03-20,"5 630,0 ZŁ",KSIĘGOWOŚĆ,false
Marianna,Malinowska,OC-873031-2017,2017-01-03 ,3548.083000000001 ZŁ ,OCHRONA,tak
Stefania,rutkowska,KS/361205/2014,2014-02-18T00:00:00,"4 653,660000000001 PLN",KSIĘGOWOŚĆ,tak
mirosław,,ma/187946/2010,2010-03-01,3732.8 złotych,MARKETING,nie ma
Robert,Borkowski,LO/824714/2013,2013/01/14,3003.75 pln,LOGISTYKA,nie ma
Edyta,krawczyk,KA/233076/2010,2010/07/29,4907.765 ZŁ,KADRY,False
Witold,,LO/572364/2010,2010-09-17     ,"4 710,42 zł",LOGISTYKA,0
Wiesława,,CZ/604471/2010,2010-06-09T00:00:00,2742.3 złotych,CZYSTOŚĆ  ,
Waldemar,MICHALSKI,cz/892759/2017   ,2017/12/19,"2 583,1 PLN",CZYSTOŚĆ,FAŁSZ 
celina,Pietrzak,MA/813186/2011,2011-05-25  ,5977.136 pln,MARKETING  ,True
Sylwester,Zalewski,KS_401944_2018,2018/07/07,5348.200000000001 złotych,KSIĘGOWOŚĆ   ,True
Hanna,Michalska,MA/589569/2015,2015/10/11,"4 856,896 PLN ",MARKETING,1
Sylwester ,Wysocki,lo/948466/2009,2009-10-02T00:00:00,3847.5000000000005 zł,LOGISTYKA,NIE MA
małgorzata,Tomaszewska,OC/282147/2018,2018-03-29,3894.143000000001 złotych,OCHRONA,ma
,Pietrzak,cz/509505/2010  ,2010-12-26,3245.0 złotych,,False
Mirosława,Pawlak,SP/984325/2016,2016-08-06,3334.0499999999997 pln ,SPRZEDAŻ,FAŁSZ 
Hanna,Kozłowska,LO/703469/2009,2009-11-21,4723.191000000001 ZŁ,LOGISTYKA,tak
Alfreda,Jaworska,KS_689920_2012  ,2012-11-25,5081.2 PLN ,KSIĘGOWOŚĆ,0
WACŁAW,Kozłowski,ma/967186/2016,2016-01-19,5587.200000000001 pln,,Fałsz
przemysław,szulc,LO/599061/2013  ,2013-12-30,3282.6600000000003 złotych,LOGISTYKA,Nie
Julia,Kowalczyk,MA-509492-2011,2011-05-25   ,5014.72 ZŁ,MARKETING,0
Jan,Zieliński,MA.885609.2016,2016-06-17,4843.52 ZŁ,MARKETING,ma
Lucyna,Malinowska,cz/681665/2010,2010/06/09,"2 226,1 pln",CZYSTOŚĆ,FAŁSZ
Łucja,malinowska ,LO/679105/2014,2014/02/18,3993.0300000000007 pln,LOGISTYKA,nie 
feliks,Piotrowski,lo/248238/2016 ,2016-03-09,4359.150000000001 pln,LOGISTYKA,False
Karol,Gajewski,MA/361152/2015,2015/07/03,"4 585,4400000000005 pln",MARKETING,NIE MA
eugeniusz ,Zalewski,CZ/341105/2010,2010-12-26T00:00:00,2600.0 PLN,CZYSTOŚĆ,False
,Bąk ,sp/869429/2009,2009-08-13 ,"5 699,1 ZŁ",SPRZEDAŻ,PRAWDA
Wojciech,Malinowski,OC.784424.2014,2014-10-26,2659.0960000000005 PLN,OCHRONA,1
STANISŁAWA,Rutkowska,SP/931703/2009,2009-10-02T00:00:00,"5 052,0 PLN",SPRZEDAŻ,False
Mieczysław,Urbański,KS/999949/2017,2017-10-30,4249.8 pln,KSIĘGOWOŚĆ,Fałsz
Aniela,Ostrowska,IT/212924/2013,2013-01-14,6830.75 złotych,IT,0
Agata,,sp/953738/2010,2010-11-06T00:00:00,3515.7000000000003 ZŁ,SPRZEDAŻ,
Waldemar,Szymański,LO/233073/2010,2010/01/10,"4 199,580000000001 zł",LOGISTYKA,PRAWDA
Arkadiusz,Makowski ,SP/462982/2014,2014-05-29,4929.375 PLN,SPRZEDAŻ,PRAWDA
EDWARD,Ziółkowski,MA/543917/2009 ,2009-10-02,3904.4800000000005 pln,MARKETING,0
Tadeusz,Wiśniewski,KS/327056/2018,2018/07/07,5009.400000000001 zł,KSIĘGOWOŚĆ,ma
Stanisław,mazur,MA/503892/2016,2016-04-28,5343.200000000001 złotych ,MARKETING,nie
Roman,Szewczyk,LO/553417/2017,2017-06-02,4230.900000000001 zł ,LOGISTYKA,0
Eleonora,Malinowska,MA/451837/2018,2018-02-07,4031.1040000000007 ZŁ,MARKETING  ,True
KAROL,Kowalczyk,sp/911595/2015 ,2015-03-25,3666.0 pln,SPRZEDAŻ,Nie
mirosława,Michalska,ma/367729/2013,2013-01-14T00:00:00,3681.4400000000005 PLN,MARKETING,0  
honorata,Walczak,CZ/205664/2013 ,2013-06-13T00:00:00,2720.0 pln,CZYSTOŚĆ,FAŁSZ  
Wiesława,Jankowska ,IT_856101_2014,2014-02-18T00:00:00,5890.0 ZŁ,IT ,nie
Janusz,Witkowski,ks/205251/2011,2011-05-25,6563.260000000001 pln  ,KSIĘGOWOŚĆ,Tak 
czesław,MARCINIAK,LO/893331/2012,2012-10-06,3593.97 złotych,LOGISTYKA,NIE MA
Ireneusz,Kowalczyk,SP/477191/2010,2010/12/26,5173.5 ZŁ,,FAŁSZ
WERONIKA   ,Walczak,ks/488840/2010,  ,4896.0 pln ,KSIĘGOWOŚĆ,false
Henryk,Wróbel,OC/633510/2010 ,2010-04-20T00:00:00,"2 840,6400000000003 pln",OCHRONA,false
ARTUR,Michalski,KA-176768-2012,2012-11-25  ,5032.85 złotych,KADRY,nie
Zenon,Sawicki,KA/410789/2016,2016/08/06,5009.290000000001 ZŁ,KADRY,MA
ANDRZEJ,Król,lo/346254/2010,2010-09-17T00:00:00,3958.0650000000005 zł  ,LOGISTYKA,nie ma
Bogusława,Pietrzak,ma/954987/2014 ,2014-05-29,"4 791,952 złotych",MARKETING   ,PRAWDA  
Renata,ZAJĄC,cz/843435/2018,2018-02-07,3331.5 złotych ,CZYSTOŚĆ,0
Aldona,WÓJCIK,MA/410522/2017,2017/10/30,"5 093,264000000001 ZŁ",MARKETING,Tak
Elżbieta,Pietrzak,SP.307681.2016,2016/11/14,5317.950000000001 złotych,SPRZEDAŻ,True
Feliks,Kaczmarek,LO/848203/2009  ,2009/11/21,"4 257,495 pln",LOGISTYKA,Fałsz
FRANCISZKA,Dąbrowska,OC/730456/2018,2018/05/18 ,3488.4300000000003 pln,OCHRONA ,Tak
Grażyna,Wróbel,KS/809692/2010  ,2010-12-26,6245.2 zł,KSIĘGOWOŚĆ,false 
eugeniusz  ,Lis,lo/654060/2011,2011-02-14,4578.795 zł,LOGISTYKA,nie ma
 ,Sokołowski,MA/810399/2012,2012-01-30,4618.56 złotych ,MARKETING  ,False
Marianna,Adamczyk,lo/178323/2018,,4660.200000000001 PLN,LOGISTYKA,FAŁSZ
stefan,Wiśniewski,ks/586125/2012,2012-05-09,6254.6 pln,KSIĘGOWOŚĆ,1
Alojzy,Jabłoński,ka/651186/2016 ,2016-04-28T00:00:00,4649.225 złotych,KADRY,False
Sylwia,NOWAK,cz/264851/2018,2018-07-07T00:00:00  ,3274.0 PLN,CZYSTOŚĆ,NIE MA
Roman,Kowalczyk  ,lo/694404/2012,2012-06-28,2986.2000000000003 PLN,LOGISTYKA,NIE
Monika ,Zając,cz/183568/2015,2015-02-03,2623.8 złotych,CZYSTOŚĆ,FAŁSZ
ADAM,Szczepański,LO-171478-2018  ,2018/08/26,"4 140,45 zł",LOGISTYKA,NIE
Grażyna,Kowalska,SP.904643.2015,2015-05-14T00:00:00,5093.55 pln,SPRZEDAŻ,MA
ireneusz ,,LO/115415/2015,2015-08-22 ,4371.84 PLN,LOGISTYKA,TAK
Zofia,Baran,IT_579139_2016,2016-03-09 ,7832.5 PLN,IT,0
Zenon,Kucharski,LO/497712/2013,2013-09-21T00:00:00,4538.700000000001 pln,LOGISTYKA,false
Anna,Zając,KA/689758/2017,2017/09/10,3945.370000000001 ZŁ,KADRY   ,TAK
Lucyna,Olszewska,SP/610948/2011,2011-10-22T00:00:00,4736.1 zł ,SPRZEDAŻ,0
Mariola,grabowska,MA/865550/2017,2017-06-02,4278.400000000001 zł ,MARKETING,False
Jacek,Wiśniewski,cz/460095/2013,2013/01/14,2511.96 PLN,CZYSTOŚĆ  ,ma  
Alicja,Baran,KS_314242_2012,2012-08-17,4270.6 ZŁ,KSIĘGOWOŚĆ,NIE MA
józefa,Wojciechowska,lo/131845/2017,2017-12-19  ,3474.9 ZŁ,LOGISTYKA,PRAWDA  
Wanda ,Szymańska,SP.358369.2015,2015-07-03,4977.06 ZŁ,SPRZEDAŻ,PRAWDA
Julian,JABŁOŃSKI,OC/680244/2018,2018-03-29,3481.1700000000005 zł,OCHRONA  ,1
Włodzimierz  ,Nowicki,KS/758184/2010,2010-11-06,6770.0 ZŁ,KSIĘGOWOŚĆ,NIE MA
Stanisław,Pawłowski,SP/162422/2014,2014-02-18,4153.5 PLN,SPRZEDAŻ,Fałsz
wacław,KWIATKOWSKI ,CZ/380355/2011 ,2011-02-14,2420.0 pln ,CZYSTOŚĆ,nie
Małgorzata,Dudek,SP-686142-2012,2012/10/06,"4 819,98 PLN",SPRZEDAŻ,True
Leon,Wasilewski,MA/562047/2017,,4241.6 zł,MARKETING,nie
Władysława,Szymańska ,LO-972624-2011,2011/10/22,3354.75 zł,LOGISTYKA,0
eugeniusz,Bąk,SP/104199/2010,2010-11-06,3780.75 pln,SPRZEDAŻ,Fałsz
Aneta ,Zając,MA-695443-2018,2018-10-15,"3 464,6400000000003 zł",MARKETING,false 
Henryka,Szewczyk,ma/388113/2017,2017-02-22T00:00:00,"5 027,200000000001 pln",MARKETING,Nie
Regina ,Ostrowska,LO/412093/2015,2015-05-14,4123.4400000000005 pln,LOGISTYKA,0
Izabela,kamińska,KS/209124/2009,2009-11-21,6577.560000000001 zł,KSIĘGOWOŚĆ,True
Bronisława,Jankowska,KA/436797/2018,2018-08-26,4825.150000000001 pln,KADRY,NIE MA
Stanisław,Pietrzak,sp/405807/2014 ,2014-10-26,4735.950000000001 zł,SPRZEDAŻ,false
Wioletta,Piotrowska,cz/598126/2011,2011-05-25,3315.0 złotych     ,CZYSTOŚĆ  ,NIE MA
Tadeusz,wasilewski,OC/181836/2009,2009-06-24T00:00:00,2380.4 PLN,OCHRONA  ,False
Lech,Michalski,ma/135772/2014,2014-04-09T00:00:00,3979.3600000000006 ZŁ,MARKETING,Prawda
Marcin,Wójcik,MA/364736/2011,2011-04-05,4342.400000000001 pln,MARKETING,nie
anna,Witkowska,oc/129944/2011,2011/02/14 ,"2 702,7000000000003 złotych",OCHRONA,NIE MA
Natalia,PAWLAK,KS/234165/2016,2016-01-19,6411.2 PLN,KSIĘGOWOŚĆ,NIE
Ewa ,,KA/738327/2013,2013-09-21,5159.95 pln,KADRY,NIE MA
Wojciech,Kucharski,KA/840666/2013,2013-12-30T00:00:00,3964.2799999999997 PLN,KADRY,false
,Krawczyk,MA/245790/2018,2018-07-07,3578.72 ZŁ,MARKETING,NIE MA
Janusz,SADOWSKI,MA/880865/2014,2014-09-06,4110.400000000001 PLN,MARKETING ,Fałsz 
hanna,Michalska,ma/667812/2016 ,,5234.240000000001 złotych,MARKETING,MA
adam,Pietrzak,SP.623812.2010,2010-12-26,4408.965 ZŁ,SPRZEDAŻ,tak
Bronisław,Kaźmierczak,SP-992307-2014,2014-02-18T00:00:00,3443.25 pln,SPRZEDAŻ,false
ludwik,Malinowski,sp/854361/2014,2014-09-06T00:00:00,4606.8 złotych,SPRZEDAŻ,1
Lucyna,dudek,lo/718924/2011,2011-07-14T00:00:00,4040.01 złotych,,0
Maria,Malinowska,KA-990244-2011,2011-05-25T00:00:00,3682.9705 zł,KADRY,tak
beata ,Rutkowska,KA/492461/2011,2011-09-02,4530.495 PLN,KADRY,0
wiktoria,Pietrzak,sp/282689/2013,2013-04-24,4012.5 ZŁ,SPRZEDAŻ,Fałsz
Genowefa  ,Kwiatkowska,OC/421643/2010,2010-11-06,3699.3 pln,OCHRONA,nie
Julian,JABŁOŃSKI,oc/680244/2018,2018-03-29,3481.1700000000005 zł,OCHRONA  ,1
Janina,KRÓL,SP/518306/2015,2015-03-25,3685.0499999999997 pln,SPRZEDAŻ,NIE
Helena,DĄBROWSKA,cz/781836/2016,2016-11-14,3032.0 zł,CZYSTOŚĆ,Fałsz
Agnieszka,Michalak,MA/320026/2010,2010-07-29,3444.0 złotych,MARKETING,FAŁSZ
Mariola,,LO/110322/2012,2012/10/06,3526.7265000000007 PLN,LOGISTYKA,TAK
Zuzanna,Jabłońska,sp/228310/2014,2014-10-26,"5 113,35 zł",SPRZEDAŻ ,PRAWDA 
Jan,Wysocki,MA/364845/2012,2012-01-30,5556.3200000000015 ZŁ,MARKETING,Prawda
Jan,Witkowski,SP/136024/2018,2018-05-18,"3 494,04 ZŁ",SPRZEDAŻ,ma
Kazimierz,Olszewski,KA/992996/2017,2017/02/22,"4 454,7 ZŁ",KADRY,NIE
Jerzy,Mazurek,SP/874639/2018,2018-05-18,4848.6 złotych,SPRZEDAŻ,NIE
alicja,WIECZOREK ,KS/299494/2010,2010/11/06  ,"5 753,0 złotych",KSIĘGOWOŚĆ,NIE
Lucjan,Majewski,LO/469550/2011,2011-07-14,4447.575000000001 pln,LOGISTYKA,Prawda
Bogusław,Kwiatkowski,SP/120655/2010,2010-11-06T00:00:00,4143.645 zł,SPRZEDAŻ,True  
Wiktor,BARAN,ma/814569/2016,2016-09-25,3453.92 złotych,MARKETING,nie
Andrzej,Jakubowski,MA-908916-2012,2012-08-17,3512.0 zł,MARKETING,Nie
piotr,Majewski,ka/526330/2010,2010/04/20,5350.6 pln,KADRY,Nie
,Kamińska,CZ_164759_2016  ,2016-11-14,"2 580,0 zł",CZYSTOŚĆ,Nie
Zenon,Gajewski,sp/626060/2014,2014/09/06,5763.450000000001 ZŁ,SPRZEDAŻ,ma
Rafał,Grabowski,MA/806790/2012,2012-08-17,5838.096000000001 PLN ,MARKETING ,tak
Sylwia,BARAN,KS/768046/2010,2010/12/26,4931.8 PLN,KSIĘGOWOŚĆ,nie ma
Małgorzata,Jankowska,MA/114905/2014,2014-12-15,4753.6 PLN,MARKETING,false
Mieczysław,kubiak,LO/470172/2011,2011/10/22,"3 443,8500000000004 złotych",LOGISTYKA ,NIE
Henryk,Lis,KS_478860_2011,2011-05-25,6284.0 ZŁ,KSIĘGOWOŚĆ,False
rozalia,mazur,ks/196586/2011,2011-12-11,6668.200000000001 złotych,KSIĘGOWOŚĆ,True
Leszek,ZAJĄC,MA-432302-2014,2014-12-15T00:00:00,3754.2400000000002 ZŁ,MARKETING,NIE
MONIKA,WOŹNIAK,CZ/652235/2017,,3017.6 złotych,CZYSTOŚĆ,nie ma
Bernadeta,Jabłońska,oc/626692/2009,2009/11/21,3875.1460000000006 ZŁ,OCHRONA,Tak
Alojzy ,WRÓBEL,ka/921364/2015 ,2015-05-14,3633.3550000000005 PLN,KADRY,true
ilona,Jabłońska,ma/704931/2012 ,2012-05-09,3404.8 PLN,MARKETING,nie   
Leokadia,Adamczyk,CZ/776290/2011,2011-05-25,3166.0 zł,CZYSTOŚĆ,FAŁSZ
Daniela ,Michalak,sp/440489/2011,2011-10-22,3486.4500000000003 pln     ,SPRZEDAŻ,True
irena,Wieczorek    ,SP/141745/2010,2010-06-09,4852.5 PLN,SPRZEDAŻ,NIE MA
Maciej,Zakrzewski,KS/751048/2017,,4618.0 złotych,,Nie
Alina,Król,MA/340261/2017,2017-12-19T00:00:00,3516.96 pln,MARKETING,false
Ludwik,Witkowski,MA.420892.2016,2016-03-09,4067.3600000000006 PLN,MARKETING,tak 
,Nowak,ma/177394/2017,2017-09-10,4026.0800000000004 zł,MARKETING ,Nie
Feliks,Sobczak ,ka/604088/2015  ,2015-07-03,"5 927,0915 złotych",KADRY,ma
Stanisław  ,Olszewski,KS_556326_2013,2013-01-14,5640.0 pln,KSIĘGOWOŚĆ,NIE
Eleonora,Jabłońska,ka/661832/2013,2013-08-02,3775.335 zł,KADRY,Nie
Czesława,nowakowska,SP.423445.2013,2013-03-05,"3 603,0 złotych",SPRZEDAŻ   ,false
Paweł ,wiśniewski,CZ/974460/2010   ,2010/12/26,3748.8 ZŁ,CZYSTOŚĆ,tak 
Józef,Pawłowski,SP/194004/2012,2012-08-17,3879.6000000000004 pln,SPRZEDAŻ ,Fałsz
Wiktor,zieliński,lo/448118/2014,2014-07-18,3657.0150000000003 pln,LOGISTYKA,Fałsz
Leokadia,woźniak,OC/793525/2018,2018/02/07 ,3722.928000000001 PLN,OCHRONA,ma
Olga,Adamczyk,KA/498994/2016,2016-01-19    ,"4 732,150000000001 zł",KADRY,NIE MA
sylwester,Wysocki,ks/710698/2013,2013-11-10T00:00:00,6601.2 ZŁ,KSIĘGOWOŚĆ,Nie
Janina,Górska,ma/700148/2012,2012-11-25,5906.912 złotych,MARKETING ,tak
JÓZEFA,Kozłowska,CZ_941597_2010,2010-12-26,2256.4 zł,CZYSTOŚĆ,Fałsz
lech,Majewski,LO/341097/2013,2013-01-14T00:00:00,"3 999,1050000000005 ZŁ",LOGISTYKA,PRAWDA
Lech,ziółkowski,KA/561970/2016,2016/04/28,5346.880000000001 złotych,KADRY,true
KAROL,szymański,LO/889700/2017,2017-06-02,4631.175 złotych,LOGISTYKA,False
Leokadia,Kowalska,KS/292142/2010,2010-11-06,6622.0 ZŁ,KSIĘGOWOŚĆ,NIE MA
Ludwik,krajewski,SP/809053/2014,2014-10-26T00:00:00,4050.7500000000005 zł ,SPRZEDAŻ,MA  
Monika,Jaworska,KA/771767/2009,2009-08-13,5254.655 pln,KADRY,nie 
Urszula,Tomaszewska,KS/330932/2009,2009-10-02,5489.6 zł,KSIĘGOWOŚĆ,nie
Emilia,nowak,KS/374756/2017,2017-02-22,6664.0 pln,KSIĘGOWOŚĆ,nie
,,SP/158981/2015,2015-11-30,"5 149,5 pln",SPRZEDAŻ,Fałsz
ireneusz,Marciniak,OC/661149/2012,2012-11-25T00:00:00,2752.2000000000003 pln ,,0
bogdan,Olszewski,ks/711864/2017,2017-09-10T00:00:00,4946.0 złotych,KSIĘGOWOŚĆ,NIE
Franciszka,Mazur,SP/735852/2010,2010-01-10,4914.0 zł,SPRZEDAŻ,False
Mirosław,dudek,MA/203460/2014,2014-09-06T00:00:00,4524.784000000001 zł,MARKETING,MA
feliks,Duda,SP/589656/2016,2016-06-17T00:00:00,4741.5 zł,SPRZEDAŻ,NIE MA
Janina,ADAMCZYK,sp/317194/2015,2015-11-30,4347.75 PLN,SPRZEDAŻ,TAK
Jarosław,Krawczyk,MA-609150-2010,2010-01-10,4479.200000000001 pln,MARKETING,true
Regina,Wróblewska,LO/235631/2016,2016-03-09T00:00:00,3935.250000000001 złotych ,LOGISTYKA,Prawda
Bogumiła,Majewska,KS/765170/2013,2013/09/21,5768.0 PLN ,KSIĘGOWOŚĆ,nie
Agnieszka,Wojciechowska,KA-768794-2014,2014-05-29,3699.5400000000004 PLN,KADRY,nie ma
Sylwia,Wieczorek,lo/711190/2016,2016-11-14,4978.017000000001 złotych,LOGISTYKA,True
Eleonora,Witkowska  ,ks/971772/2017,2017-06-02,"4 854,0 PLN",KSIĘGOWOŚĆ,NIE MA
Teresa,Wieczorek,LO_472925_2013,2013/11/10,5001.4800000000005 PLN,LOGISTYKA,PRAWDA
Iwona,Jasińska,SP-137151-2015,2015-05-14,"5 464,14 ZŁ",SPRZEDAŻ,Tak
kazimierz,Kucharski,ma/535836/2010,2010-12-26,4798.72 pln,MARKETING,Fałsz 
Zdzisław,Lis,KS/858609/2017 ,2017-07-22T00:00:00,4341.4 złotych,KSIĘGOWOŚĆ,FAŁSZ
Aldona,Sikora,KS/873209/2017,2017-04-13T00:00:00,"5 095,4 zł",KSIĘGOWOŚĆ,Fałsz 
Józefa,Jasińska,it/235118/2016,2016-03-09,7768.750000000001 PLN,IT,true
Edward,Wójcik,MA/534972/2011,2011/05/25,4682.56 pln,MARKETING,0
ZUZANNA ,WIECZOREK,ma/606920/2012,2012-05-09,4212.8 pln,MARKETING,False
Bernard,Chmielewski,LO/166523/2015,2015-03-25 ,"3 299,6700000000005 ZŁ",LOGISTYKA,Tak
Stefan,Nowicki,CZ-387658-2015,2015-11-30,3320.0 ZŁ,CZYSTOŚĆ,Nie
ROMAN,Krupa,sp/871080/2013,2013/12/30,4277.625 zł,SPRZEDAŻ,1
Ludwika,ZIELIŃSKA,sp/650542/2017,2017-07-22,3813.0 ZŁ,SPRZEDAŻ  ,False
Alojzy,lis,KA/749535/2015,2015-08-22,4095.5650000000005 pln,,False
grażyna,kowalska,MA/910629/2012,2012-05-09T00:00:00,3928.0 PLN,MARKETING,false
Henryk,Kowalczyk,KS-744817-2011,2011-07-14,5053.0 złotych,KSIĘGOWOŚĆ,FAŁSZ
Alojzy,Olszewski ,lo/466334/2013,2013-08-02,"3 168,4500000000003 zł ",LOGISTYKA,NIE MA
robert,Kowalczyk,oc/600629/2009, ,3185.6000000000004 pln,OCHRONA,NIE
Rafał,Wróbel,ma/823146/2014,2014-02-18T00:00:00  ,5372.8 ZŁ,MARKETING,false
Izabela,Kaczmarek,it/231019/2016,2016/04/28,5267.75 ZŁ,IT,false 
,Jankowski,KS.993985.2015,2015-03-25,6116.2 pln,KSIĘGOWOŚĆ,NIE MA
Karol,MAZUREK,LO/713344/2017,2017-01-03,3228.3900000000003 pln ,LOGISTYKA,False 
Jolanta,Piotrowska,SP.108729.2018,2018-03-29,3639.0 złotych,SPRZEDAŻ,nie ma
henryk,Jaworski,ma/867961/2018,2018-08-26,5811.520000000001 ZŁ,MARKETING,Prawda
Cecylia,tomaszewska,SP-240384-2018,2018-08-26,4792.5 PLN,,nie
mieczysława,Walczak,KA-698779-2017,2017-06-02,"4 014,9650000000006 pln",,Fałsz
Jarosław,KUCHARSKI ,LO/686880/2010,2010-11-06,3132.0 zł,LOGISTYKA,NIE
,Pawłowska,SP/224705/2012,2012-06-28,"3 798,9600000000005 zł",SPRZEDAŻ,PRAWDA
,SOKOŁOWSKI,KA/113488/2011,2011-09-02,4014.5 PLN,KADRY,Fałsz
Alfreda ,Kowalska,LO/334261/2010,2010-11-06,3776.3550000000005 zł,LOGISTYKA,True
,,LO/920581/2010,2010-01-10,4144.2300000000005 złotych,LOGISTYKA,NIE
Przemysław ,Zając,sp/839658/2016,2016-09-25,4198.095 złotych ,SPRZEDAŻ,MA
